,subject,predicate,object
49818,ITGAV,stimulates,CRKL
49819,PPP3CA,stimulates,SYNJ2
49820,RAE1,stimulates,EIF4E
49822,EP300,stimulates,CPT1A
49823,EPO,stimulates,PIK3CG
49824,CCNT1,stimulates,NELFA
49825,NUP153,stimulates,SRRM1
49826,CNR1,stimulates,CACNA1E
49827,NFIC,stimulates,POLR2F
49828,VEGFC,stimulates,SOS1
49829,CD40,stimulates,MAP2K4
49830,IL2,stimulates,GNLY
49831,AP1S2,stimulates,GNA13
49832,THBS1,stimulates,RBM39
49833,TGFB1,stimulates,AGTR1
49834,TP63,stimulates,FOSL2
49835,TYK2,stimulates,PIK3R2
49837,CALML5,stimulates,MYLK3
49838,MAPK3,stimulates,PLA2G12A
49839,NFATC1,stimulates,ADSS2
49840,PRKCB,stimulates,CABIN1
49841,CNR1,stimulates,CACNG6
49844,COL4A4,stimulates,ITGA6
49845,MX2,stimulates,ABCB1
49847,GRK1,stimulates,CCR1
49848,CXCR3,stimulates,JAK3
49849,CREBBP,stimulates,BAX
49851,TFF1,stimulates,GRB2
49852,COL6A1,stimulates,ITGB3
49854,LAMB1,stimulates,CDC42
49855,STAT4,stimulates,IRF1
49856,RAF1,stimulates,SARS1
49859,AFDN,stimulates,CDH1
49860,IL4,stimulates,MLC1
49861,CXCL13,stimulates,CCR4
49862,PRKACA,stimulates,ITGB6
49863,ITGB6,stimulates,CRKL
49864,JAK1,stimulates,CAMK2A
49865,AAAS,stimulates,RBM8A
49866,FGR,stimulates,SRSF1
49867,DIAPH2,stimulates,PFN1
49868,COL1A1,stimulates,GRB2
49869,U2AF1,stimulates,SNRPD2
49871,NUP214,stimulates,SNRPD1
49872,MYC,stimulates,RPL11
49873,CASP3,stimulates,BAX
49876,PPARA,stimulates,FPR1
49877,CALM3,stimulates,RNF128
49878,NFE2L2,stimulates,AKR7A2
49879,CTSD,stimulates,BID
49880,PTCH1,stimulates,TGFB2
49881,RAC2,stimulates,PAK3
49883,EXTL3,stimulates,NFKB1
49884,GNGT1,stimulates,VAV1
49885,TGFB1,stimulates,SCD
49886,PIK3R5,stimulates,TXK
49887,CXCL12,stimulates,RPL4
49888,USF1,stimulates,PTGS2
49889,PSMD11,stimulates,ANAPC7
49891,ETS1,stimulates,TFAP2A
49894,TRADD,stimulates,MAP4K4
49897,RHOA,stimulates,PRKD1
49898,JUN,stimulates,HBG2
49899,CSF1,stimulates,HRAS
49900,STK38L,stimulates,MLX
49901,IL2RB,stimulates,CRKL
49902,CCNT1,stimulates,POLR2G
49903,COL11A1,stimulates,SDC2
49904,DYRK2,stimulates,PCBD1
49905,HGF,stimulates,EGR1
49906,CD28,stimulates,ZAP70
49907,ESR2,stimulates,GNB1
49911,CCL5,stimulates,CCR9
49912,PRKCA,stimulates,JAM3
49913,GTF2H1,stimulates,POLR2B
49914,PPARA,stimulates,CYP4A22
49916,PTK2,stimulates,TXN
49917,WEE1,stimulates,CDK2AP1
49918,SYK,stimulates,PIK3CB
49919,IL12B,stimulates,CD4
49920,CXCL5,stimulates,CCR8
49921,SSB,stimulates,POLR2L
49922,RELN,stimulates,ITGA2B
49923,SMAD1,stimulates,TNFRSF11B
49924,TP63,stimulates,OGG1
49925,ADRM1,stimulates,RBX1
49926,GRK3,stimulates,CCR8
49927,RXRB,stimulates,APOA1
49928,PSMB8,stimulates,BTRC
49929,JUN,stimulates,CCND1
49930,MAX,stimulates,DDX18
49931,PSMB5,stimulates,UBE2C
49932,ESR1,stimulates,PRDM15
49933,BMPR2,stimulates,TAB2
49934,NUP43,stimulates,SNRPB
49935,UBE3A,stimulates,CDC27
49936,EIF5B,stimulates,RPLP0
49937,CD28,stimulates,MAPK1
49938,CBLC,stimulates,PIK3R1
49943,CBLB,stimulates,GAB2
49944,PRKAB1,stimulates,SLC2A4RG
49945,ACTB,stimulates,GTF2E1
49946,CHP1,stimulates,CDC20
49948,IL2,stimulates,NRAS
49949,EEF2K,stimulates,NXF3
49950,TGFBR2,stimulates,SHC2
49951,MRGPRX3,stimulates,MAPK3
49952,PSMD11,stimulates,UBE2C
49955,CRK,stimulates,MAP3K7
49957,GAB2,stimulates,STAT3
49958,STK17A,stimulates,RUVBL1
49959,PPARGC1A,stimulates,FABP1
49960,AMH,stimulates,SMAD1
49961,IL12B,stimulates,GADD45G
49962,TDG,stimulates,NTHL1
49963,GNA12,stimulates,CYTH3
49964,FGF5,stimulates,PIK3R1
49965,CALM2,stimulates,PPP3R2
49966,MAPK13,stimulates,MAX
49967,IL2,stimulates,CES1
49968,NUP42,stimulates,SNRPF
49969,RAC2,stimulates,IQGAP2
49970,GRK2,stimulates,CTTN
49971,TNFSF13,stimulates,ZBTB21
49972,CCK,stimulates,NFKB1
49973,MYB,stimulates,HSPA5
49974,C8orf17,stimulates,CXCL12
49975,COL2A1,stimulates,ITGB4
49976,WNT10A,stimulates,FZD10
49977,EPHB2,stimulates,PIK3CA
49978,PSMB10,stimulates,ANAPC5
49979,ACTRT1,stimulates,GSN
49980,RANBP2,stimulates,NCBP1
49981,CDK5,stimulates,CSRP3
49983,UCHL5,stimulates,ELOB
49984,SP1,stimulates,TK1
49986,CREBBP,stimulates,EHHADH
49987,TGFBR2,stimulates,SMAD5
49988,SEH1L,stimulates,UPF3B
49989,MARK2,stimulates,TXN
49990,CD40,stimulates,CLLU1-AS1
49991,CHKA,stimulates,DVL1P1
49993,IL13,stimulates,RHOA
49994,UBE3C,stimulates,CKS1B
49995,MPO,stimulates,RHOA
49996,NUP155,stimulates,GCKR
49997,EGF,stimulates,LAMA4
49998,SYK,stimulates,RBBP5
49999,TTR,stimulates,MAPK3
50000,PRKCI,stimulates,SOX10
50001,GRM5,stimulates,GNA11
50002,PSMF1,stimulates,ANAPC1
50003,TGFB1,stimulates,DACH1
50005,FGF11,stimulates,PDGFRA
50006,PTGIR,stimulates,STAT1
50007,BDNF,stimulates,CDC42
50008,PSMB3,stimulates,UBE2C
50009,TAB1,stimulates,CHUK
50010,COL4A4,stimulates,ITGA4
50012,HDAC10,stimulates,H2BC21
50013,CXCL3,stimulates,CCR6
50014,EFNB3,stimulates,CDC42
50016,HLA-A,stimulates,IL2RG
50017,PRKCZ,stimulates,UBB
50019,IL23R,stimulates,IL6
50021,MAX,stimulates,CCNB1
50022,RUNX1,stimulates,TGFB1
50025,MS4A2,stimulates,PTK2
50026,STK17A,stimulates,NCOA4
50027,STAT5B,stimulates,LTA
50028,EDN1,stimulates,TFAP2A
50030,SYK,stimulates,ASAP2
50031,CARM1,stimulates,GADD45A
50033,PRKCZ,stimulates,IRF3
50034,RXRB,stimulates,LPL
50035,NEK4,stimulates,DTX1
50036,IFNG,stimulates,S100A10
50037,WEE1,stimulates,FAAP24
50038,IL2,stimulates,ODC1
50039,TGFB2,stimulates,PIK3CG
50040,COL6A6,stimulates,ITGA5
50041,MAPK1,stimulates,PDK1
50042,ITGB1,stimulates,CRK
50043,IL10RA,stimulates,STAT5B
50044,PDGFRB,stimulates,PAK1
50045,FGF2,stimulates,STAT1
50047,IL18,stimulates,CD40
50048,PPP3CA,stimulates,PICALM
50049,IRF5,stimulates,IL1B
50050,TRAF6,stimulates,MAPK10
50051,FOXH1,stimulates,MEF2C
50052,CXCL11,stimulates,CCR4
50053,MAML3,stimulates,RBPJL
50054,FGF23,stimulates,EGFR
50055,MAP2K6,stimulates,RUVBL1
50056,GDNF,stimulates,CRK
50058,HLA-E,stimulates,KIR2DS3
50059,FOS,stimulates,IL13
50060,PSMD9,stimulates,CDC16
50061,NUP42,stimulates,NXF1
50062,ADAM17,stimulates,NOTCH2
50063,COL11A2,stimulates,ITGB7
50064,ROCK2,stimulates,SLC9A3
50065,BMP4,stimulates,TAB1
50066,CDON,stimulates,GLI2
50067,BMP7,stimulates,SMAD1
50069,PLCG2,stimulates,PRKCD
50070,TRIP12,stimulates,ANAPC5
50071,YES1,stimulates,VAV2
50072,CCL22,stimulates,CCR8
50073,PSMB6,stimulates,UBE2D1
50075,IL2RA,stimulates,AKT1
50076,STK17A,stimulates,POLR1C
50077,RAD23B,stimulates,ANAPC2
50078,LAMC2,stimulates,ITGB8
50080,KAT2B,stimulates,TAF1A
50081,UBQLN1,stimulates,CDC16
50082,NUP35,stimulates,MAGOH
50083,BDNF,stimulates,PLAU
50084,MAPK1,stimulates,BCL2L1
50086,CCL26,stimulates,CXCR4
50087,GNAI3,stimulates,RAC1
50088,CSF2,stimulates,MAPK1
50089,NRF1,stimulates,CD47
50090,IGF1R,stimulates,PLCG2
50091,NFATC1,stimulates,ICAM1
50092,PPARG,stimulates,SLC27A1
50093,EBI3,stimulates,STAT3
50094,UNC13B,stimulates,RAB3A
50095,TYK2,stimulates,IFNG
50096,IL12A,stimulates,GZMB
50097,COL6A2,stimulates,ITGA6
50098,COL6A1,stimulates,SDC3
50100,VEGFA,stimulates,MYEF2
50101,CD3E,stimulates,SHC2
50102,NFATC1,stimulates,SP1
50104,NFE2L2,stimulates,CES1
50105,HIPK4,stimulates,PLCD4
50106,JAK2,stimulates,TYK2
50107,CASP3,stimulates,SLC1A2
50108,TRIP12,stimulates,CUL5
50109,IFNGR1,stimulates,MAP3K1
50110,IFNGR1,stimulates,TYK2
50113,NUP188,stimulates,NCBP1
50114,GRK3,stimulates,CCR3
50115,MAPK8,stimulates,EDF1
50116,ADCY7,stimulates,PRKACA
50117,FGF21,stimulates,SPP1
50119,S100A4,stimulates,MYH1
50120,TNF,stimulates,MMP9
50121,TH,stimulates,FGF2
50122,NTN1,stimulates,MAP1B
50125,MTOR,stimulates,IFNG
50126,LCK,stimulates,KRAS
50127,ESR1,stimulates,TUBA8
50128,PRKCE,stimulates,ADCY6
50129,GNA11,stimulates,MAP2K3
50131,GLI2,stimulates,BMP5
50132,LAMC3,stimulates,PIK3R1
50133,IRF6,stimulates,IL1RN
50134,SEM1,stimulates,ANAPC11
50135,CNR1,stimulates,CACNB2
50136,PSME2,stimulates,CDK2
50137,TP63,stimulates,POU2F2
50138,IL13,stimulates,ALPP
50140,CSNK1G3,stimulates,YWHAZ
50141,EDN1,stimulates,MAPK1
50142,CDC26,stimulates,ANAPC5
50143,ANAPC5,stimulates,CDC26
50144,ABL1,stimulates,SPHK1
50145,IGF1R,stimulates,PIK3CB
50147,PSMC4,stimulates,SKP1
50148,PSMC4,stimulates,CDC23
50150,PRKG1,stimulates,MAPK7
50151,CCL25,stimulates,CCR7
50152,ITGB2,stimulates,BCAR1
50153,UBA1,stimulates,CTBP1
50154,POLD3,stimulates,RFC5
50155,PRKACA,stimulates,GNG2
50156,FGFR3,stimulates,PIK3CA
50157,HIF1A,stimulates,TF
50158,RPS6KB1,stimulates,BCAR1
50160,RAC3,stimulates,IQGAP2
50162,FN1,stimulates,PIK3CG
50163,NR3C1,stimulates,MYOC
50164,PTK2,stimulates,MITF
50165,GLI2,stimulates,WNT2
50166,DMD,stimulates,CTTN
50167,NUP50,stimulates,GCK
50168,CD86,stimulates,IDO1
50169,RXRB,stimulates,HMGCS2
50170,SKP1,stimulates,CCNE1
50172,EPHA3,stimulates,MAP3K8
50173,PPP2R2A,stimulates,SFN
50174,ERCC2,stimulates,POLR2A
50175,PLCB3,stimulates,MAPK14
50176,PNPLA2,stimulates,PPARG
50177,AREG,stimulates,IGF1
50178,CCL21,stimulates,CCR1
50179,BMX,stimulates,VHL
50180,AAAS,stimulates,GEMIN5
50182,LAMA5,stimulates,ITGA1
50183,CXCL9,stimulates,CXCR6
50184,TNXB,stimulates,ITGB8
50185,FOS,stimulates,MMP9
50186,PIM2,stimulates,RBPMS
50187,PSMD12,stimulates,ANAPC7
50189,FZD3,stimulates,CSNK1A1
50190,PSMB2,stimulates,CUL5
50192,TYK2,stimulates,IL19
50193,PSMB1,stimulates,CUL1
50194,EDN1,stimulates,FOSB
50195,PSMD14,stimulates,ELOB
50197,HIF1A,stimulates,SLC2A1
50199,PIAS2,stimulates,CDKN2B
50200,GAB2,stimulates,RAP1B
50202,CASP7,stimulates,EIF4A1
50203,SUPV3L1,stimulates,AIFM1
50204,NF1,stimulates,GTF2F1
50205,ATP6V1F,stimulates,ATP6AP2
50206,PPP2R1A,stimulates,BRAF
50207,JAK2,stimulates,CAMK2D
50208,YES1,stimulates,SMAD4
50209,LAMB1,stimulates,ITGB3
50210,BLK,stimulates,GAB1
50211,ITGB3,stimulates,MAPK3
50213,IL10RA,stimulates,MAP3K5
50214,WEE1,stimulates,CSRP3
50215,IL23A,stimulates,IL19
50216,NUP85,stimulates,SNRPD3
50217,FGF21,stimulates,PIK3R1
50218,ARNT,stimulates,CITED2
50219,MARK2,stimulates,ZNF565
50220,RAPGEF5,stimulates,SHC1
50222,RXRB,stimulates,ACOX3
50223,RAC2,stimulates,PIKFYVE
50224,RPS6KA2,stimulates,PARK7
50225,LEF1,stimulates,SALL4
50226,SRA1,stimulates,LPL
50229,CASP3,stimulates,P4HB
50230,FEN1,stimulates,POLD2
50231,TNFRSF1A,stimulates,RAC1
50232,CCR5,stimulates,PLCG1
50233,TGFBR1,stimulates,TAB2
50234,PELP1,stimulates,HRAS
50235,FGF10,stimulates,MMP14
50237,UCHL5,stimulates,SKP1
50238,SRF,stimulates,VCL
50239,SFN,stimulates,MMP1
50241,TNNI3K,stimulates,ARID3A
50243,JUN,stimulates,IL3
50244,NFKB2,stimulates,BCL2
50245,CD8A,stimulates,SHC2
50247,BLK,stimulates,KHDRBS1
50248,ONECUT1,stimulates,TGFA
50249,CCL28,stimulates,CXCR2
50250,PSMA1,stimulates,ANAPC1
50253,F2RL1,stimulates,F3
50254,SHH,stimulates,GLI2
50255,CD28,stimulates,IFNG
50256,FCGR2A,stimulates,PTPN6
50257,CXCL10,stimulates,CCR4
50258,LIG1,stimulates,POLD1
50259,IL2RB,stimulates,MAPK8
50260,PSMB5,stimulates,CUL5
50261,TXK,stimulates,VAV1
50262,IL9R,stimulates,JAK2
50263,CX3CR1,stimulates,JAK3
50264,TYRO3,stimulates,PRNP
50265,TYRO3,stimulates,PRNP
50266,GNAI1,stimulates,RHOA
50268,EP300,stimulates,APOA1
50269,PRKCE,stimulates,PLD1
50270,CD86,stimulates,NOD2
50271,EIF6,stimulates,RPS4X
50272,IL2RG,stimulates,RHOA
50274,AKT1,stimulates,RALGDS
50276,PSMA2,stimulates,CUL1
50278,FURIN,stimulates,ANTXR2
50279,LIMK1,stimulates,TPPP
50281,MRAS,stimulates,PIK3R2
50282,EPS15L1,stimulates,SH3GL2
50283,PGF,stimulates,PDGFRA
50286,IL12RB1,stimulates,IL24
50287,SHH,stimulates,ALK
50289,RXRA,stimulates,GK2
50290,RXRG,stimulates,SLC27A1
50291,PRKACA,stimulates,RGCC
50292,GRP,stimulates,HSPA1A
50293,HLA-DRB1,stimulates,PIK3R1
50294,MAPK10,stimulates,APOF
50295,WNK1,stimulates,NEUROD1
50296,EWSR1,stimulates,SH2D1B
50297,NUP210,stimulates,RNPS1
50300,PTGER1,stimulates,ASAH1
50301,EIF5B,stimulates,RPL29
50302,IFNA4,stimulates,PSME2
50305,XRN1,stimulates,LSM1
50306,FOXP3,stimulates,HMOX1
50308,FGR,stimulates,MAPK11
50309,GAD1,stimulates,GABBR1
50310,FOXA2,stimulates,PDX1
50311,POLD3,stimulates,RPA3
50312,JUN,stimulates,CALCA
50313,JUN,stimulates,CALCA
50316,TFDP2,stimulates,SIRT1
50317,POLE2,stimulates,RFC4
50320,MAPK3,stimulates,RXRB
50321,STK17A,stimulates,RPA4
50322,PSMC1,stimulates,ANAPC5
50323,YES1,stimulates,RAP1A
50324,COL11A2,stimulates,GP6
50325,NGF,stimulates,MAPK10
50328,VDAC1,stimulates,TLR2
50329,WNT7A,stimulates,FZD8
50330,PSME1,stimulates,SKP1
50331,HCK,stimulates,QKI
50333,LAMC3,stimulates,CDC42
50336,NUP210,stimulates,DDX20
50337,HERPUD2,stimulates,LIPG
50338,NFATC1,stimulates,SP3
50339,PRPF4B,stimulates,ZNF485
50341,SRI,stimulates,ABCB1
50342,CCL5,stimulates,CXCR1
50343,IL1A,stimulates,CHUK
50344,TFF2,stimulates,SHC1
50345,E2F2,stimulates,CDK1
50346,OSM,stimulates,PLAT
50347,JUN,stimulates,UGT1A6
50348,JAK1,stimulates,IRF4
50349,PIK3CA,stimulates,DDAH2
50350,RXRB,stimulates,ACSL4
50351,NEK9,stimulates,MDFI
50352,EGFR,stimulates,LAMC3
50354,HLA-G,stimulates,KIR2DL5A
50355,E2F3,stimulates,TYMS
50356,SORBS3,stimulates,EGFR
50357,NRG1,stimulates,STAT5A
50358,CXCL13,stimulates,CCR8
50359,PSMA4,stimulates,ELOC
50361,NGF,stimulates,EPB41L1
50362,IL4,stimulates,CCL23
50363,COL5A2,stimulates,ITGB4
50364,IGF1R,stimulates,NFATC1
50365,PPP1R12A,stimulates,MYBPC3
50366,PSMB9,stimulates,RBX1
50367,RAC1,stimulates,PIP4K2B
50368,GNG10,stimulates,PIK3R5
50369,FOS,stimulates,VEGFD
50370,CDK7,stimulates,CSRP3
50371,PRKACA,stimulates,CIAO1
50372,RPS6KA5,stimulates,ASAP3
50373,DEAF1,stimulates,HTR1A
50374,BTK,stimulates,MAPK1
50375,FGF5,stimulates,PDGFRA
50376,RYBP,stimulates,CDC6
50377,COL4A2,stimulates,ITGA10
50378,PDE6D,stimulates,GNGT2
50379,IL1A,stimulates,CXCL8
50380,PSMD9,stimulates,ANAPC1
50381,ATR,stimulates,FANCB
50382,PGF,stimulates,FLT4
50383,SRF,stimulates,ITGB1
50384,PRKCH,stimulates,HRAS
50385,EIF6,stimulates,RPS7
50387,LIF,stimulates,SHC1
50388,PRKCI,stimulates,EIF2AK2
50389,LAMB4,stimulates,RHOA
50390,FLT3,stimulates,PIK3R2
50391,PRKCI,stimulates,HCLS1
50392,EDN1,stimulates,SLC9A3
50393,RUNX1,stimulates,JUP
50394,CCL28,stimulates,CCR7
50395,EZR,stimulates,SLC9A3
50396,LAMA2,stimulates,ITGA10
50397,CDK4,stimulates,PKNOX1
50398,GAL,stimulates,PRL
50399,VTN,stimulates,RHOA
50400,EPHA7,stimulates,CDK5
50401,NPR2,stimulates,NUDT4
50402,PDGFRA,stimulates,SHC4
50403,HGF,stimulates,ANXA1
50404,CXCL2,stimulates,CCR5
50405,TBX21,stimulates,IFNG
50406,PGR,stimulates,EGFR
50407,LPAR3,stimulates,FOS
50408,CCND1,stimulates,CCNE2
50409,RAC1,stimulates,NCF1C
50410,NTRK1,stimulates,CRKL
50412,LAMB2,stimulates,PIK3R1
50413,NPR2,stimulates,HLCS
50415,GLI1,stimulates,GLI3
50416,PRKACB,stimulates,MBNL3
50418,TGM1,stimulates,GZMB
50420,MRTFA,stimulates,PIK3CG
50421,BDNF,stimulates,MAPK9
50422,MCM9,stimulates,CDT1
50423,COL4A4,stimulates,ITGA8
50424,HDAC3,stimulates,H3C15
50425,ROCK2,stimulates,MYL12B
50426,BUB1,stimulates,AIRE
50427,GNB1,stimulates,PLCB3
50428,PSMA4,stimulates,ANAPC4
50429,CSNK2A1,stimulates,EIF2B1
50430,RIPK1,stimulates,MAP2K7
50431,CDK1,stimulates,UBE2D1
50432,CDK5,stimulates,CSRP1
50433,PSMD10,stimulates,CDC23
50434,STK17A,stimulates,DAZAP1
50435,COL2A1,stimulates,ITGAV
50436,CAPN1,stimulates,CRKL
50437,IFNG,stimulates,CSF3
50438,NOTCH2,stimulates,RBPJL
50439,MAPK12,stimulates,MYC
50440,NR5A2,stimulates,HSD3B2
50441,CD79A,stimulates,MTOR
50442,ITGAL,stimulates,PTK2B
50443,MAZ,stimulates,VEGFA
50444,LBR,stimulates,CD2
50446,FOS,stimulates,TNF
50447,NUP210,stimulates,SNRPD3
50448,C3,stimulates,IL1B
50449,SIK1,stimulates,CBL
50450,CASP5,stimulates,EIF4G1
50452,THBS3,stimulates,ITGB4
50453,RHOA,stimulates,SPTAN1
50454,GNG2,stimulates,HRAS
50455,ARNT,stimulates,TERT
50456,ETS1,stimulates,KDR
50458,RAD23B,stimulates,ANAPC1
50459,PRKY,stimulates,SMAD4
50460,NUP210,stimulates,GEMIN5
50461,LRBA,stimulates,CD200R1
50462,LCP2,stimulates,IL2
50463,LPAR3,stimulates,GNA11
50464,FN1,stimulates,SOS1
50465,FZD6,stimulates,GNB1
50466,DYRK1B,stimulates,ZNF692
50467,PGR,stimulates,HOXA5
50468,IL6,stimulates,ALPP
50469,PRL,stimulates,PTPN11
50470,TP73,stimulates,DCP1B
50472,ADRM1,stimulates,CDK2
50473,ERBB2,stimulates,NFKB1
50474,LYN,stimulates,HSPA2
50475,TYK2,stimulates,PIK3R3
50476,PPP3CC,stimulates,MEF2A
50477,ERCC2,stimulates,RPA1
50478,TCF7L2,stimulates,CDX1
50479,ACTN2,stimulates,PIK3R1
50480,PIK3R3,stimulates,RAC2
50481,SORT1,stimulates,SMPD2
50482,FYN,stimulates,SHC3
50483,SRPK1,stimulates,OTUD7B
50484,MAPK8,stimulates,XRCC4
50485,CD3E,stimulates,EOMES
50486,PSMC4,stimulates,ANAPC7
50487,IFNB1,stimulates,HRAS
50488,PSMC3,stimulates,UBE2E1
50490,U2AF1,stimulates,SNRPA
50491,CCL23,stimulates,KDR
50492,CD40LG,stimulates,IGHM
50493,JUNB,stimulates,DMP1
50494,CCL24,stimulates,XCR1
50495,ITGA9,stimulates,BCAR1
50496,AAAS,stimulates,GCK
50497,POM121,stimulates,CPSF1
50498,CBLL1,stimulates,CTNNB1
50499,RET,stimulates,BCAR1
50500,TNFRSF1A,stimulates,MAP3K14
50501,MAGED1,stimulates,MAPK10
50502,VRK3,stimulates,HSFX1
50503,SHC1,stimulates,AKT1
50504,PPP3CB,stimulates,CBLB
50507,RAC3,stimulates,PAK3
50508,MAP3K1,stimulates,IKBKG
50509,PIK3R1,stimulates,PRKCQ
50510,CDK6,stimulates,ZNF410
50513,TGFB1,stimulates,NOX4
50514,JAK1,stimulates,NRAS
50515,CD3D,stimulates,IL2RB
50516,PAN2,stimulates,EIF4E
50518,TP53,stimulates,STC1
50519,LCK,stimulates,NRAS
50521,AURKB,stimulates,NCAPD2
50522,PPA1,stimulates,RELA
50523,PIM1,stimulates,CSDC2
50525,PIK3R1,stimulates,RAC2
50526,RXRB,stimulates,PDPK1
50527,CD3D,stimulates,MAP4K1
50528,E2F1,stimulates,SRSF2
50529,STAT4,stimulates,IL13
50530,BMPR1A,stimulates,SARS1
50531,BCR,stimulates,SOS1
50532,BLK,stimulates,KIT
50533,FANCA,stimulates,NCKAP1L
50534,MAPK3,stimulates,ALPP
50535,KAT5,stimulates,JAG2
50536,RXRB,stimulates,CPT1A
50537,WNK1,stimulates,VHL
50538,FGF12,stimulates,PDGFRB
50539,ETS1,stimulates,MMP9
50541,PSMD1,stimulates,UBE2C
50542,RXRA,stimulates,ACADL
50544,CRHR1,stimulates,MAPK3
50545,TFDP2,stimulates,CASP7
50546,IFNA1,stimulates,PLAUR
50547,EPHA3,stimulates,TRIM36
50548,CALML5,stimulates,CHP2
50549,NFKB1,stimulates,SOCS3
50550,EIF1AX,stimulates,FTL
50551,CDK7,stimulates,CNOT6
50552,SYK,stimulates,TUBA8
50553,PREB,stimulates,JAKMIP2
50555,SRC,stimulates,TCF7L2
50556,STK24,stimulates,CTTN
50557,GNB1,stimulates,SRC
50558,KITLG,stimulates,PIK3CA
50559,FZD9,stimulates,GNAO1
50560,PRKACG,stimulates,GSK3B
50561,SOS2,stimulates,MRAS
50562,GPC1,stimulates,SRC
50563,IRF6,stimulates,IL17D
50564,CXCR4,stimulates,CFL1
50565,PPP3R2,stimulates,ANAPC2
50567,STAT4,stimulates,IL2RA
50569,APLP2,stimulates,RPS6KB1
50570,LIG1,stimulates,POLD3
50571,LAMA4,stimulates,ITGB7
50572,ANAPC13,stimulates,ANAPC10
50573,ANAPC10,stimulates,ANAPC13
50574,GRK1,stimulates,CCR3
50576,CD3D,stimulates,FOS
50577,SYK,stimulates,RUVBL2
50578,CASP6,stimulates,EIF4E
50579,PRKCE,stimulates,ADCY1
50580,ITGA11,stimulates,BCAR1
50581,GNA14,stimulates,TRPC6
50582,FOSL1,stimulates,CXCL8
50583,MORC3,stimulates,TP53
50584,PSMD3,stimulates,FZR1
50586,UCHL5,stimulates,RBX1
50587,C8G,stimulates,C9
50588,CDC42,stimulates,MTOR
50589,E2F1,stimulates,MYB
50590,CASP6,stimulates,PTK2
50591,PIK3CG,stimulates,PDK1
50592,PSMB2,stimulates,CKS1B
50594,EPHA3,stimulates,ASAP2
50595,PSME1,stimulates,CDK2
50596,NRAS,stimulates,TFAP2A
50597,PIM1,stimulates,HCLS1
50598,LAMB2,stimulates,ITGA11
50599,PCMT1,stimulates,MED1
50600,IL12A,stimulates,STAT6
50601,LMO4,stimulates,GRB2
50602,CNTF,stimulates,IFNG
50603,NR3C1,stimulates,AFP
50604,STAT5B,stimulates,CCNA2
50605,ZAP70,stimulates,BCL3
50607,ACVR2B,stimulates,TRIM26
50608,IRS1,stimulates,INPP5D
50609,ITK,stimulates,AIRE
50610,PSMA1,stimulates,SKP1
50611,NRIP1,stimulates,ME1
50612,PPP2R5A,stimulates,MAX
50613,WEE1,stimulates,ZNF671
50614,NF1,stimulates,GTF3A
50615,E2F1,stimulates,BCL2L11
50616,NTF3,stimulates,FRS3
50617,CCNT1,stimulates,POLR2I
50618,PRKX,stimulates,CREB3L2
50619,JAK1,stimulates,MAP3K1
50621,ARNT,stimulates,ID2
50623,GNB1,stimulates,PIK3CB
50624,FOS,stimulates,IL2
50625,YES1,stimulates,UBTD2
50626,IGF1R,stimulates,PPP3R2
50627,PIK3CG,stimulates,PLCG1
50628,PSMD10,stimulates,ANAPC2
50629,EP300,stimulates,BDKRB2
50631,IL2RB,stimulates,NMI
50632,SOX2,stimulates,MUC5AC
50634,PDGFB,stimulates,SHC1
50635,NUP205,stimulates,SNRPE
50636,GNAZ,stimulates,MAPK3
50637,GNA14,stimulates,MAPK8
50639,LYN,stimulates,FER
50640,CREBBP,stimulates,GLI1
50641,NUP35,stimulates,SRRM1
50642,NFATC1,stimulates,EGR3
50643,CHUK,stimulates,IRF5
50644,FGF7,stimulates,TYR
50645,ADORA3,stimulates,MMP9
50646,IL24,stimulates,RBM39
50647,CCL3,stimulates,XCR1
50648,NSMAF,stimulates,SMPD3
50649,PSMD1,stimulates,CDC26
50650,RUVBL1,stimulates,GPAM
50651,EDN1,stimulates,ADCY3
50652,IL32,stimulates,PTGER1
50653,BMP2,stimulates,FGFR3
50654,BAK1,stimulates,COX5B
50655,NUP98,stimulates,KPNA1
50657,IRAK1,stimulates,GNA12
50658,TRIB3,stimulates,ZYX
50660,RPTOR,stimulates,EIF3C
50661,IL13,stimulates,MUC1
50662,RPS6KA1,stimulates,HNF1A
50663,COL4A4,stimulates,ITGA11
50664,CTNNB1,stimulates,KLK3
50665,ITGAE,stimulates,CRK
50666,CCL17,stimulates,CXCR3
50667,CCNB1,stimulates,UBE2D1
50668,ARNT,stimulates,ENO1
50669,NGF,stimulates,CRKL
50670,STK4,stimulates,OTUD7B
50671,CARM1,stimulates,E2F1
50672,TGFBR2,stimulates,GPBP1
50673,TRAF6,stimulates,MAP4K4
50674,XRN1,stimulates,LSM3
50675,PIK3C2G,stimulates,RAC1
50676,LYN,stimulates,MRPL18
50677,TP53,stimulates,ICAM1
50678,IRS1,stimulates,PIK3CD
50679,PSME1,stimulates,CKS1B
50681,SMAD3,stimulates,MUC2
50682,SRF,stimulates,FOS
50683,NPR2,stimulates,ACO1
50684,FGR,stimulates,KHDRBS1
50687,PIK3CB,stimulates,MTMR12
50688,PPP2R5D,stimulates,TERT
50689,TFDP1,stimulates,CCNH
50690,PPP2R5D,stimulates,GSK3A
50691,CD40LG,stimulates,MAPK14
